article_id,article_publish_date,title,topic_desc,country_desc
762564,10/12/2018,Does the BOOT (Better Off Overall Test) fit - when bargaining for a new enterprise agreement?,Employment and HR,Australia
762568,10/12/2018,Human Rights Bill for Queensland,"Government, Public Sector",Australia
762570,10/12/2018,Average pay increases in enterprise agreements,Employment and HR,Australia
762608,10/12/2018,Employer ordered to compensate truck driver injured in punch-up,Employment and HR,Australia
763020,11/12/2018,When is stamp duty NOT imposed on a transaction for Queensland business assets or chattels in Queensland?,Tax,Australia
763022,11/12/2018,Recording devices and family law: when can you record a conversation?,Privacy,Australia
763024,11/12/2018,ASX Consultation Paper – amendments to Listing Rules,Finance and Banking,Australia
763026,11/12/2018,Party planning: What to do before the Christmas party.,Employment and HR,Australia
763028,11/12/2018,A warning for employers – can casual employees seek permanent employment?,Employment and HR,Australia
763030,11/12/2018,Tips for a safe and happy work Christmas party,Employment and HR,Australia
763032,11/12/2018,Responding to shareholder activism: when can directors properly delay an EGM?,Corporate/Commercial Law,Australia
763036,11/12/2018,Save the innovation patent: business owners have their say!,Intellectual Property,Australia
763044,11/12/2018,Commercial Leasing Case Update: NB2 Pty Ltd v P.T. Ltd [2018] NSWCA 10,Real Estate and Construction,Australia
763174,12/12/2018,Accountability For Australian Senior Executives Will Remain A Hot Topic,Finance and Banking,Australia
763568,12/12/2018,UK raises the threshold of test for plausibility of patent – will Australia follow?,Intellectual Property,Australia
763642,12/12/2018,The Commonwealth Modern Slavery Bill: What are the key requirements?,"Government, Public Sector",Australia
763520,12/12/2018,New Queensland regulation on combustible cladding commences,Real Estate and Construction,Australia
763528,12/12/2018,Setting aside subpoenas in the context of notices to provide information and records: Port Macquarie-Hastings Council v Mansfield,"Litigation, Mediation & Arbitration",Australia
763572,12/12/2018,Managing the workplace Christmas party aftermath,Employment and HR,Australia
763584,12/12/2018,Commonwealth Modern Slavery Bill passes parliament,"Government, Public Sector",Australia
763588,12/12/2018,Waste management providers dump unfair terms from business contracts in latest ACCC action,Corporate/Commercial Law,Australia
763596,12/12/2018,Are boards skilled for managing technological risk?,Corporate/Commercial Law,Australia
763600,12/12/2018,"Inside track: Healthcare: Recent media releases - Potential data privacy breach, My Health records","Food, Drugs, Healthcare, Life Sciences",Australia
763606,12/12/2018,"Inside track: Superannuation, Funds Management & Financial Services: media releases, in practice and in courts, cases and legislation",Finance and Banking,Australia
763620,12/12/2018,Change is coming – consultation and employee requests for flexible work arrangements,Employment and HR,Australia
763634,12/12/2018,Section 151D applications to extend the limitation period in work injury damages claims — more difficult with time,Employment and HR,Australia
764048,13/12/2018,Amendments to FW Act to make enterprise bargaining less technical?,Employment and HR,Australia
764074,13/12/2018,"You say tomato, I say tomahto: The battle of building contracts and forms",Real Estate and Construction,Australia
764000,13/12/2018,How to manage annual leave over the Christmas period,Employment and HR,Australia
764002,13/12/2018,The growing medicinal cannabis market – using IP to secure opportunities in Australia,Intellectual Property,Australia
764036,13/12/2018,What can employers expect in the workplace relations space from a new Labor government in 2019?,Employment and HR,Australia
764034,13/12/2018,Hidden disabilities in the workforce and inadvertent discrimination,Employment and HR,Australia
764032,13/12/2018,Flexible work arrangements model term in all modern awards,Employment and HR,Australia
764030,13/12/2018,Vegetation management changes continue with the review of the accepted development clearing codes,Real Estate and Construction,Australia
764028,13/12/2018,Forecast for changes to the GABSI Plan for water resources,Real Estate and Construction,Australia
764008,13/12/2018,Notifiable data breaches scheme — 8 months on,Privacy,Australia
764012,13/12/2018,Released or not? Informed release required for breaches of trust,Corporate/Commercial Law,Australia
764026,13/12/2018,Will the Land Restoration Fund prove the need for smarter vegetation laws in Queensland?,Real Estate and Construction,Australia
764024,13/12/2018,PPS – use in agribusiness succession planning,Corporate/Commercial Law,Australia
764022,13/12/2018,Faulty trigger – slow progress on changes to the weapons licensing regime in Queensland,Real Estate and Construction,Australia
764020,13/12/2018,Growing weeds – Australias hemp industry prospers,Real Estate and Construction,Australia
764018,13/12/2018,Do you have a private level crossing on a rail corridor on your property in Queensland?,Real Estate and Construction,Australia
763676,13/12/2018,Australia Enacts Modern Slavery Law,"Government, Public Sector",Australia
764118,13/12/2018,Releasing the shackles with the passing of the Modern Slavery Act,"Government, Public Sector",Australia
763702,13/12/2018,Substantial Benefit And Borrowers Of Convenience,Finance and Banking,Australia
764042,13/12/2018,Findings & Forecasts: Major developments in industrial relations in the building and construction industry in 2018 & 2019,Real Estate and Construction,Australia
764046,13/12/2018,Managers on notice about the potential personal costs of unlawful disciplinary decisions,Corporate/Commercial Law,Australia
764050,13/12/2018,The evolving climate of labour hire in Australia,Employment and HR,Australia
764058,13/12/2018,Modern Slavery Act update,"Government, Public Sector",Australia
764060,13/12/2018,Employment Law Update: December 2018,Employment and HR,Australia
764114,13/12/2018,Tribunal flexes its jurisdictional muscle in medical treatment claim,Employment and HR,Australia
764102,13/12/2018,PPSR Series: Short term hire agreements – should your lease be registered under the PPSA?,Corporate/Commercial Law,Australia
764548,14/12/2018,"Residential Focus: Part 2: Recent media releases, reports, cases and legislation",Real Estate and Construction,Australia
764556,14/12/2018,The future of BOOT and loaded rates in enterprise agreements,Employment and HR,Australia
762596,14/12/2018,Defamation and body corporate managers,"Litigation, Mediation & Arbitration",Australia
762584,14/12/2018,Cest la vie - Vicissitudes of life explained - in relation to damages for future economic loss,"Litigation, Mediation & Arbitration",Australia
762582,14/12/2018,Recent update - New standard for assessment of body corporate recovery fees,Tax,Australia
761210,14/12/2018,"Health Law Alert - the Royal Commission into aged care - what it means to approved providers, their boards and management.","Food, Drugs, Healthcare, Life Sciences",Australia
764540,14/12/2018,"Inside track: Construction & Infrastructure: Recent media releases, reports and cases",Real Estate and Construction,Australia
764542,14/12/2018,Treasury invites feedback on unfair contract term protections to small business,Corporate/Commercial Law,Australia
764544,14/12/2018,"Inside track: Local Government: Recent media releases, reports, cases and legislation","Government, Public Sector",Australia
764160,14/12/2018,Navigation Of Australia&#39;s Different State Based Laws In Relation To Child Sexual Abuse,"Government, Public Sector",Australia
764546,14/12/2018,Residential Focus: Part 1 - Building and Construction Industry Security of Payment Amendment Act 2018 (NSW),Real Estate and Construction,Australia
764550,14/12/2018,"Inside Track: Property & Real Estate: Recent media releases, reports and cases",Real Estate and Construction,Australia
764552,14/12/2018,"Workplace Relations Monthly Update - November 2018: Recent media releases, reports. cases and legislation",Employment and HR,Australia
764554,14/12/2018,Lessons for employers in low risk industries from $1 million safety step fall,Employment and HR,Australia
764584,14/12/2018,Reimagining best patent practice in New Zealand (again),Intellectual Property,Australia
764594,14/12/2018,Changes to casual employment – what you need to know,Employment and HR,Australia
764600,14/12/2018,Kanye West vs Lorde: Who owns the rights to the glass box - a breach of copyright or design?,Intellectual Property,Australia
764876,17/12/2018,First case on the duty of a debenture trustee under section 283DA(a) of the Corporations Act 2001 (Cth): Oztech Pty Ltd v Public Trustee of Queensland (No 15) [2018] FCA 819,Corporate/Commercial Law,Australia
764892,17/12/2018,"Be prepared, or be better prepared – costs of arbitration: Insight from Rodgers v Amcor Ltd [2018] WADC 134",Employment and HR,Australia
764882,17/12/2018,All I want for Christmas is some certainty - around casual employment,Employment and HR,Australia
764878,17/12/2018,The expiry of contracts for a specified term – risk of unfair dismissal,Employment and HR,Australia
764886,17/12/2018,Christmas casuals: A guide for employers,Employment and HR,Australia
764890,17/12/2018,FWO Report shows that there is much to be done for compliance with employment obligations,Employment and HR,Australia
764476,17/12/2018,Buyer Beware: Swiss-Style Patent Claims And The Australian Life Sciences Industry,Intellectual Property,Australia
764500,17/12/2018,"Australia Updates Catastrophic Injury Regulations, Affecting Workers&#39; Compensation Procedures",Employment and HR,Australia
764958,17/12/2018,Federal Government announces casual employee amendments to the Fair Work Act 2009 (Cth),Employment and HR,Australia
764888,17/12/2018,Royal Commission into Aged Care Quality and Safety – The Commission seeks information,"Food, Drugs, Healthcare, Life Sciences",Australia
765016,17/12/2018,"Publishers up for $300,000 for publishing defamatory newspaper articles actuated out of malice","Litigation, Mediation & Arbitration",Australia
764652,17/12/2018,A SurfStitch In Time: Court Cannot Waive Opt-Out Rights In Australian Class Action,"Litigation, Mediation & Arbitration",Australia
764854,18/12/2018,"New Year, New Trade Mark Laws In Australia To Take Stock Of In 2019",Intellectual Property,Australia
765064,18/12/2018,Controversial Australian Encryption Act Denounced By Privacy And Cryptography Advocates,Privacy,Australia
765380,19/12/2018,Changes to off-the-plan sales in NSW conveyancing,Real Estate and Construction,Australia
765406,19/12/2018,"No one wants a quarry, but everyone needs one",Real Estate and Construction,Australia
765440,19/12/2018,"Inside track: Healthcare: Recent media releases - Phelps Bill, Climate change and allergies, Abortion in Queensland","Food, Drugs, Healthcare, Life Sciences",Australia
765548,19/12/2018,Insights from The UN Global Forum on Business and Human Rights,Corporate/Commercial Law,Australia
765572,19/12/2018,Stage One changes to the Retirement Villages Act 1999 (Qld) commence 1 February 2019,Corporate/Commercial Law,Australia
765914,19/12/2018,Duty considerations muddy the waters,Tax,Australia
765922,19/12/2018,"Fiocco Report released, on reform of WA construction industry security of payment",Real Estate and Construction,Australia
765366,19/12/2018,PPSA – better finance for landlords as a secured creditor,Real Estate and Construction,Australia
765370,19/12/2018,A year of increased regulation in the construction industry,Real Estate and Construction,Australia
765372,19/12/2018,A time of transition for the construction industry in Queensland,Real Estate and Construction,Australia
765376,19/12/2018,Data & privacy acronym of the year: GDPR. Will it last through 2019?,Privacy,Australia
